Site;Chronicle;Rate;H Error
28.0;0.0;30.0;0.056126814949097
28.0;0.0;45.0;0.0812657194593464
28.0;0.0;50.0;0.0912401650277275
28.0;0.0;60.0;0.1091863841584183
28.0;0.0;75.0;0.1233338082751952
28.0;0.0;90.0;0.1550749403945858
28.0;0.0;100.0;0.1474016199990776
28.0;0.0;125.0;0.188016198302009
28.0;0.0;150.0;0.2111010197976648
28.0;0.0;182.0;0.266160749072908
28.0;0.0;200.0;0.2436590372318573
28.0;0.0;250.0;0.325012835075598
28.0;0.0;300.0;0.3211969146190728
28.0;0.0;330.0;0.3125411958396453
28.0;0.0;365.0;0.3230017153258779
28.0;0.0;550.0;0.4052281190426907
28.0;0.0;640.0;0.3807789247855543
28.0;0.0;730.0;0.4079307738773825
28.0;0.0;1000.0;0.4219949440670697
28.0;0.0;1500.0;0.4576778845002039
28.0;0.0;2000.0;0.542576998774636
28.0;0.0;2250.0;0.4978136617306952
28.0;0.0;3000.0;0.5748957281211463
28.0;0.0;3182.0;0.5733813251570867
28.0;0.0;3652.0;0.5555097219092765
29.0;0.0;1.0;0.0
29.0;0.0;2.0;0.0046567319144672
29.0;0.0;7.0;0.017704189066114
29.0;0.0;15.0;0.0295423507787042
29.0;0.0;21.0;0.0361403481472102
29.0;0.0;30.0;0.0532782227856177
29.0;0.0;45.0;0.0733820123933489
29.0;0.0;50.0;0.0682501634306618
29.0;0.0;60.0;0.0898624533026975
29.0;0.0;75.0;0.0850413070264584
29.0;0.0;90.0;0.098923572533551
29.0;0.0;100.0;0.1242671106670174
29.0;0.0;125.0;0.1242236260781915
29.0;0.0;150.0;0.1532746352500239
29.0;0.0;182.0;0.1766235976068475
29.0;0.0;200.0;0.1791860850811487
29.0;0.0;250.0;0.2167035087073652
29.0;0.0;300.0;0.2230545296000791
29.0;0.0;330.0;0.2195995245047269
29.0;0.0;365.0;0.1971545989174654
29.0;0.0;550.0;0.2052516236177522
29.0;0.0;640.0;0.232456031812312
29.0;0.0;730.0;0.2433264378162048
29.0;0.0;1000.0;0.210804160083074
29.0;0.0;1500.0;0.2202356561293893
29.0;0.0;2000.0;0.225675488337138
29.0;0.0;2250.0;0.2532129465631801
29.0;0.0;3000.0;0.2353731616011649
29.0;0.0;3182.0;0.2631964803253586
29.0;0.0;3652.0;0.2301542255238992
30.0;0.0;1.0;0.0
30.0;0.0;2.0;0.0022608700745166
30.0;0.0;7.0;0.0081883475743393
30.0;0.0;15.0;0.0135065388423718
30.0;0.0;21.0;0.0166461491398893
30.0;0.0;30.0;0.0218219316716011
30.0;0.0;45.0;0.0296167372229811
30.0;0.0;50.0;0.0313984610443821
30.0;0.0;60.0;0.0359401235490258
30.0;0.0;75.0;0.0397819268309972
30.0;0.0;90.0;0.0470231990120249
30.0;0.0;100.0;0.0491261932172611
30.0;0.0;125.0;0.0584522784532707
30.0;0.0;150.0;0.0639819834335783
30.0;0.0;182.0;0.0830117928014303
30.0;0.0;200.0;0.0744095208698227
30.0;0.0;250.0;0.0913408821049051
30.0;0.0;300.0;0.0984005804138298
30.0;0.0;330.0;0.0935963638185625
30.0;0.0;365.0;0.0943415440641389
30.0;0.0;550.0;0.1131942234267472
30.0;0.0;640.0;0.1129257084626081
30.0;0.0;730.0;0.1194789148185668
30.0;0.0;1000.0;0.1185836645158769
30.0;0.0;1500.0;0.1388535078708588
30.0;0.0;2000.0;0.1427339116391285
30.0;0.0;2250.0;0.1508978531772905
30.0;0.0;3000.0;0.1615723973038447
30.0;0.0;3182.0;0.1657459171757704
30.0;0.0;3652.0;0.168161841624186
