Site_number,Approx,Chronicle,H Error,Rate,Execution Time,Number of Lines,Satured Zone Area,Vulnerability Sum,Vulnerability Rate,Global Area of site (in cells),Saturation Rate
28,1,0,0.002559064267758,0.0002,5003,6597,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,0,0.040402726856048,0.05,1071,239,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,0,0.051449056285065,0.1,828,122,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,0,0.066653649575171,0.2,461,62,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,0,0.071811947024359,0.25,341,50,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,0,0.088196018873501,0.4,152,32,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,0,0.099778923695499,0.5,193,26,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,0,0.115208534330337,0.8,107,17,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,0,0.128530723414004,1,89,14,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,0,0.129446681879064,2,50,8,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,1,1,0,0,10467,15341,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.00450550973209,0.0002,4476,6597,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.057576512262012,0.05,1483,239,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.064465517534676,0.1,1407,122,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.082501496644003,0.2,853,62,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.094502914126765,0.25,705,50,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.124772816530393,0.4,300,32,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.152308472944308,0.5,317,26,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.17474330002349,0.8,267,17,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.177995147693701,1,148,14,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,1,0.235284748909096,2,65,8,559,509.744386414785,0.052681313188796,9676,0.057771806531625
29,0,0,0,1,16581,15341,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,0,0,0.002507323757229,2,11840,7671,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,0,0,0.012567625634408,7,8300,2193,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,0,0,0.039275453570106,30,5808,513,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,0,0,0.097026029249176,90,3633,172,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,0,0,0.155847507035767,182,2621,86,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,0,0,0.181513442300138,365,1288,44,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,0,0,0.200131055220609,730,557,23,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,0,0,0.220140884391491,3652,125,6,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,0,1,0,1,16367,15341,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,0,1,0.004188208928604,2,12198,7671,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,0,1,0.020299253522225,7,8608,2193,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,0,1,0.063813156285931,30,6399,513,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,0,1,0.159602506788007,90,4670,172,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,0,1,0.26574880818147,182,2307,86,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,0,1,0.271796496246661,365,1116,44,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,0,1,0.279032631515391,730,482,23,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,0,1,0.278482192669803,3652,107,6,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,0,0,0,16581,15341,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.004386606770423,0.0002,7944,6597,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.073428648491479,0.05,3276,239,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.103082340913761,0.1,2592,122,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.145612994847967,0.2,1498,62,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.157149199813467,0.25,1156,50,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.179843029027548,0.4,858,32,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.197925807124264,0.5,703,26,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.20104559261323,0.8,418,17,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.2143417651445,1,347,14,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,0,0.210457693681534,2,188,8,1470,1207.59387897276,0.062055183914325,19460,0.075539568345324
29,1,1,0,0,16367,15341,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.006283508219807,0.0002,8592,6597,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.091339024629522,0.05,4182,239,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.122325200417632,0.1,3387,122,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.17669438521777,0.2,2298,62,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.214199724139832,0.25,1991,50,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.25750050363228,0.4,1345,32,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.266148509345294,0.5,910,26,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.271390021789597,0.8,634,17,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.273480546260555,1,519,14,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
29,1,1,0.281837026397103,2,258,8,1956,1436.0552300277,0.073795232786624,19460,0.100513874614594
30,0,0,0,1,110009,15341,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,0,0,0.002097117182956,7,35027,2193,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,0,0,0.006222092005382,30,18865,513,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,0,0,0.01554974803959,90,10410,172,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,0,0,0.027606766579634,182,6708,86,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,0,0,0.033090355618934,365,3130,44,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,0,0,0.039484673707755,730,1978,23,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,0,0,0.046423105014841,3652,642,6,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,0,1,0,1,90511,15341,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,0,1,0.003602919577897,7,33297,2193,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,0,1,0.011150866006109,30,17261,513,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,0,1,0.030528091546669,90,13190,172,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,0,1,0.059704065081446,182,5415,86,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,0,1,0.064174809519655,365,3729,44,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,0,1,0.070329017063095,730,1783,23,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,0,1,0.075280119791474,3652,533,6,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,0,0,0,110009,15341,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,0,0.012763065899726,0.05,9719,239,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,0,0.016661844594681,0.1,6156,122,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,0,0.023970280595801,0.2,4535,62,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,0,0.027327200412309,0.25,3741,50,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,0,0.032508427969431,0.4,2704,32,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,0,0.037463764693079,0.5,2013,26,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,0,0.039340306609952,0.8,1328,17,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,0,0.043145908665412,1,1443,14,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,0,0.042926095932275,2,801,8,18495,18189.6112944351,0.372615767257355,48816,0.378871681415929
30,1,1,0,0,90511,15341,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,1,0.020962867711957,0.05,13026,239,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,1,0.026612308123447,0.1,10569,122,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,1,0.034288669035549,0.2,7469,62,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,1,0.041034537360167,0.25,5545,50,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,1,0.05698822087333,0.4,3773,32,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,1,0.062462847117216,0.5,3413,26,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,1,0.063404140256751,0.8,2548,17,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,1,0.065519499909444,1,1533,14,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
30,1,1,0.073387359854223,2,932,8,18764,18389.4370225209,0.376709214653412,48816,0.3843821697804
