Site;Rate;H Error;Satured Zone Area;Vulnerability Sum;Vulnerability Rate;Global Area of site (in cells)
29.0;50.0;0.0682501634306618;2781;2888.103638568655;0.1484123144177108;19460
29.0;60.0;0.0898624533026975;2781;2888.103638568655;0.1484123144177108;19460
29.0;75.0;0.0850413070264584;2781;2888.103638568655;0.1484123144177108;19460
29.0;90.0;0.098923572533551;2781;2888.103638568655;0.1484123144177108;19460
29.0;100.0;0.1242671106670174;2781;2888.103638568655;0.1484123144177108;19460
29.0;125.0;0.1242236260781915;2781;2888.103638568655;0.1484123144177108;19460
29.0;150.0;0.1532746352500239;2781;2888.103638568655;0.1484123144177108;19460
29.0;182.0;0.1766235976068475;2781;2888.103638568655;0.1484123144177108;19460
29.0;200.0;0.1791860850811487;2781;2888.103638568655;0.1484123144177108;19460
29.0;250.0;0.2167035087073652;2781;2888.103638568655;0.1484123144177108;19460
29.0;300.0;0.2230545296000791;2781;2888.103638568655;0.1484123144177108;19460
29.0;330.0;0.2195995245047269;2781;2888.103638568655;0.1484123144177108;19460
29.0;365.0;0.1971545989174654;2781;2888.103638568655;0.1484123144177108;19460
29.0;550.0;0.2052516236177522;2781;2888.103638568655;0.1484123144177108;19460
29.0;640.0;0.232456031812312;2781;2888.103638568655;0.1484123144177108;19460
29.0;730.0;0.2433264378162048;2781;2888.103638568655;0.1484123144177108;19460
29.0;1000.0;0.210804160083074;2781;2888.103638568655;0.1484123144177108;19460
29.0;1500.0;0.2202356561293893;2781;2888.103638568655;0.1484123144177108;19460
29.0;2000.0;0.225675488337138;2781;2888.103638568655;0.1484123144177108;19460
29.0;2250.0;0.2532129465631801;2781;2888.103638568655;0.1484123144177108;19460
29.0;3000.0;0.2353731616011649;2781;2888.103638568655;0.1484123144177108;19460
29.0;3182.0;0.2631964803253586;2781;2888.103638568655;0.1484123144177108;19460
29.0;3652.0;0.2301542255238992;2781;2888.103638568655;0.1484123144177108;19460
30.0;1.0;0.0;19157;19204.851461680548;0.3934130502638592;48816
30.0;2.0;0.0022608700745166;19157;19204.851461680548;0.3934130502638592;48816
30.0;7.0;0.0081883475743393;19157;19204.851461680548;0.3934130502638592;48816
30.0;15.0;0.0135065388423718;19157;19204.851461680548;0.3934130502638592;48816
30.0;21.0;0.0166461491398893;19157;19204.851461680548;0.3934130502638592;48816
30.0;30.0;0.0218219316716011;19157;19204.851461680548;0.3934130502638592;48816
30.0;45.0;0.0296167372229811;19157;19204.851461680548;0.3934130502638592;48816
30.0;50.0;0.0313984610443821;19157;19204.851461680548;0.3934130502638592;48816
30.0;60.0;0.0359401235490258;19157;19204.851461680548;0.3934130502638592;48816
30.0;75.0;0.0397819268309972;19157;19204.851461680548;0.3934130502638592;48816
30.0;90.0;0.0470231990120249;19157;19204.851461680548;0.3934130502638592;48816
30.0;100.0;0.0491261932172611;19157;19204.851461680548;0.3934130502638592;48816
30.0;125.0;0.0584522784532707;19157;19204.851461680548;0.3934130502638592;48816
30.0;150.0;0.0639819834335783;19157;19204.851461680548;0.3934130502638592;48816
30.0;182.0;0.0830117928014303;19157;19204.851461680548;0.3934130502638592;48816
30.0;200.0;0.0744095208698227;19157;19204.851461680548;0.3934130502638592;48816
30.0;250.0;0.0913408821049051;19157;19204.851461680548;0.3934130502638592;48816
30.0;300.0;0.0984005804138298;19157;19204.851461680548;0.3934130502638592;48816
30.0;330.0;0.0935963638185625;19157;19204.851461680548;0.3934130502638592;48816
30.0;365.0;0.0943415440641389;19157;19204.851461680548;0.3934130502638592;48816
30.0;550.0;0.1131942234267472;19157;19204.851461680548;0.3934130502638592;48816
30.0;640.0;0.1129257084626081;19157;19204.851461680548;0.3934130502638592;48816
30.0;730.0;0.1194789148185668;19157;19204.851461680548;0.3934130502638592;48816
30.0;1000.0;0.1185836645158769;19157;19204.851461680548;0.3934130502638592;48816
30.0;1500.0;0.1388535078708588;19157;19204.851461680548;0.3934130502638592;48816
30.0;2000.0;0.1427339116391285;19157;19204.851461680548;0.3934130502638592;48816
30.0;2250.0;0.1508978531772905;19157;19204.851461680548;0.3934130502638592;48816
30.0;3000.0;0.1615723973038447;19157;19204.851461680548;0.3934130502638592;48816
30.0;3182.0;0.1657459171757704;19157;19204.851461680548;0.3934130502638592;48816
30.0;3652.0;0.168161841624186;19157;19204.851461680548;0.3934130502638592;48816
